0.006433,0.42382
0.0065648,0.42236
0.0069233,0.41856
0.0074761,0.41318
0.0081843,0.40701
0.0090114,0.40064
0.0099861,0.39406
0.011018,0.38795
0.012093,0.38233
0.0132,0.37718
0.014332,0.37248
0.015422,0.36838
0.016535,0.36456
0.017667,0.36101
0.018816,0.3577
0.019977,0.3546
0.021148,0.35171
0.022328,0.34899
0.023517,0.34644
0.024713,0.34403
0.025915,0.34176
0.027167,0.33953
0.028421,0.33743
0.029676,0.33545
0.030932,0.33356
0.03219,0.33177
0.033427,0.3301
0.034666,0.3285
0.035907,0.32697
0.03715,0.32559
0.038394,0.32427
0.039633,0.32301
0.040873,0.3218
0.042115,0.32064
0.043359,0.31951
0.044604,0.31843
0.045869,0.31737
0.047134,0.31634
0.048399,0.31535
0.049665,0.3144
0.050932,0.31347
0.052185,0.31258
0.053439,0.31172
0.054692,0.31089
0.055946,0.31008
0.057199,0.30929
0.05845,0.30853
0.0597,0.30778
0.060951,0.30706
0.062202,0.30636
0.063452,0.30568
0.064699,0.30501
0.065946,0.30436
0.067193,0.30373
0.06844,0.30311
0.069687,0.30251
0.070952,0.30191
0.072216,0.30133
0.07348,0.30076
0.074743,0.3002
0.076005,0.29966
0.077261,0.29913
0.078517,0.29862
0.0804,0.29786
0.083228,0.29677
0.087481,0.29522
0.093696,0.29313
0.099914,0.29123
0.10613,0.28949
0.1123,0.28789
0.1185,0.28642
0.12471,0.28505
0.13092,0.28415
0.13708,0.2843
0.14331,0.28447
0.14953,0.28464
0.15572,0.28482
0.16189,0.28501
0.16806,0.28521
0.17423,0.28541
0.18039,0.28562
0.18656,0.28583
0.1927,0.28606
0.19884,0.28629
0.20496,0.28653
0.21107,0.28677
0.21719,0.28702
0.22334,0.28728
0.22941,0.28755
0.23551,0.28782
0.24159,0.2881
0.24767,0.28839
0.25378,0.28869
0.25985,0.28899
0.26591,0.2893
0.27196,0.28961
0.27804,0.28994
0.28408,0.29027
0.29011,0.29061
0.29618,0.29096
0.30222,0.29131
0.30823,0.29167
0.31424,0.29203
0.32025,0.29241
0.32622,0.29279
0.33217,0.29317
0.33815,0.29357
0.34412,0.29397
0.35008,0.29438
0.35604,0.2948
0.36203,0.29522
0.36794,0.29565
0.3739,0.29609
0.37981,0.29654
0.38574,0.29699
0.39163,0.29745
0.39751,0.29792
0.4034,0.29839
0.40924,0.29887
0.41507,0.29935
0.42092,0.29985
0.42674,0.30035
0.43254,0.30086
0.43833,0.30137
0.4441,0.30189
0.44986,0.30242
0.45562,0.30295
0.46136,0.30349
0.46712,0.30405
0.47284,0.3046
0.47855,0.30517
0.48427,0.30574
0.48997,0.30632
0.49568,0.30691
0.50134,0.3075
0.50698,0.3081
0.51263,0.30871
0.51829,0.30933
0.52394,0.30995
0.52952,0.31058
0.5351,0.31122
0.54062,0.31186
0.54621,0.31251
0.55175,0.31317
0.55727,0.31384
0.5627,0.3145
0.56821,0.31518
0.57372,0.31588
0.57918,0.31657
0.58461,0.31727
0.59001,0.31798
0.59545,0.31871
0.60081,0.31943
0.60613,0.32015
0.61147,0.32089
0.61676,0.32164
0.62205,0.32239
0.62733,0.32315
0.63261,0.32392
0.63786,0.3247
0.64309,0.32549
0.64831,0.32629
0.65351,0.32709
0.65872,0.32791
0.66387,0.32873
0.66902,0.32957
0.67417,0.33041
0.6793,0.33126
0.68434,0.33211
0.68938,0.33298
0.69449,0.33387
0.6995,0.33475
0.70452,0.33565
0.70954,0.33657
0.71451,0.33749
0.71951,0.33843
0.72445,0.33937
0.72933,0.34032
0.73421,0.34128
0.73907,0.34226
0.74391,0.34325
0.74871,0.34424
0.7535,0.34525
0.75824,0.34627
0.76294,0.3473
0.76763,0.34834
0.77232,0.34941
0.77695,0.35047
0.78155,0.35156
0.78613,0.35266
0.79078,0.3538
0.79534,0.35493
0.800718772,0.355608947
0.805482123,0.356626684
0.810245474,0.357644421
0.815008825,0.358662158
0.819772175,0.359679895
0.824535526,0.360697632
0.829298877,0.361715368
0.834062228,0.362733105
0.838825579,0.363750842
0.84358893,0.364768579
0.848352281,0.365786316
0.853115632,0.366804053
0.857878982,0.367821789
0.862642333,0.368839526
0.867405684,0.369857263
0.872169035,0.370875
0.876932386,0.371892737
0.881695737,0.372910474
0.886459088,0.373928211
0.891222439,0.374945947
0.895985789,0.375963684
0.90074914,0.376981421
0.905512491,0.377999158
0.910275842,0.379016895
0.915039193,0.380034632
0.919802544,0.381052368
